Talento_TI_20250919[CONVENIO];Talento_TI_20250919[CONVOCATORIA];Talento_TI_20250919[ANIO];Talento_TI_20250919[CODIGO DEPARTAMENTO];Talento_TI_20250919[DEPARTAMENTO DE RESIDENCIA];Talento_TI_20250919[CODIGO DEL MUNICIPIO];Talento_TI_20250919[CIUDAD DE RESIDENCIA];Talento_TI_20250919[ESTRATO];Talento_TI_20250919[GENERO];Talento_TI_20250919[NIVEL DE PROGRAMA];Talento_TI_20250919[CODIGO DEPARTAMENTO IE];Talento_TI_20250919[DEPARTAMENTO IE];Talento_TI_20250919[CODIGO CIUDAD IE];Talento_TI_20250919[CIUDAD IE];Talento_TI_20250919[NOMBRE IE];Talento_TI_20250919[CODIGO IE];Talento_TI_20250919[PROGRAMA ACADEMICO];Talento_TI_20250919[TIPO PROGRAMA];Talento_TI_20250919[MONTO COMPROMETIDO];Talento_TI_20250919[MODALIDAD PROGRAMA];Talento_TI_20250919[META];Talento_TI_20250919[FECHA ACTUALIZACION];Talento_TI_20250919[CODIGO MUNICIPIO RESIDENCIA];Talento_TI_20250919[CODIGO MUNICIPIO IE];Talento_TI_20250919[FECHA VIGENCIA];Talento_TI_20250919[INDICE];Talento_TI_20250919[MES DE CONVOCATORIA];Talento_TI_20250919[MES DE VIGENCIA];Talento_TI_20250919[MONTO PER CAPITA];Talento_TI_20250919[Z SCORE DEL MONTO COMPROMETIDO];Talento_TI_20250919[Z SCORE DEL MONTO PER CAPITA];Talento_TI_20250919[RANKING POR MONTO COMPROMETIDO];Talento_TI_20250919[RANKING POR MONTO PER CAPITA]
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;19;CAUCA;19698;SANTANDER DE QUILICHAO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;19698;11001;Sun, 31 Dec 2017 00:00:00;26502;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;47;MAGDALENA;47001;SANTA MARTA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;47001;11001;Sun, 31 Dec 2017 00:00:00;26519;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;20;CESAR;20013;AGUSTIN CODAZZI;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;20013;11001;Sun, 31 Dec 2017 00:00:00;26745;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5001;MEDELLIN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5001;11001;Sun, 31 Dec 2017 00:00:00;26769;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;68;SANTANDER;68502;ONZAGA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;68502;11001;Sun, 31 Dec 2017 00:00:00;26823;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;19;CAUCA;19142;CALOTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;19142;11001;Sun, 31 Dec 2017 00:00:00;26905;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41676;SANTA MARIA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41676;11001;Sun, 31 Dec 2017 00:00:00;26955;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;8;ATLANTICO;8560;PONEDERA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;8560;11001;Sun, 31 Dec 2017 00:00:00;26989;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5001;MEDELLIN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5001;11001;Sun, 31 Dec 2017 00:00:00;27040;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15759;SOGAMOSO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15759;11001;Sun, 31 Dec 2017 00:00:00;27072;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;85;CASANARE;85410;TAURAMENA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;85410;11001;Sun, 31 Dec 2017 00:00:00;27075;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5001;MEDELLIN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5001;11001;Sun, 31 Dec 2017 00:00:00;27090;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15001;TUNJA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15001;11001;Sun, 31 Dec 2017 00:00:00;27130;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;76;VALLE DEL CAUCA;76001;CALI;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;76001;11001;Sun, 31 Dec 2017 00:00:00;27243;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5001;MEDELLIN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5001;11001;Sun, 31 Dec 2017 00:00:00;27260;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;19;CAUCA;19130;CAJIBIO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;19130;11001;Sun, 31 Dec 2017 00:00:00;27268;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;17;CALDAS;17174;CHINCHINA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;17174;11001;Sun, 31 Dec 2017 00:00:00;27331;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;27641;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;27642;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;27643;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;27644;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;27645;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;23;CORDOBA;23570;PUEBLO NUEVO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;23570;11001;Sun, 31 Dec 2017 00:00:00;27710;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;17;CALDAS;17001;MANIZALES;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;17001;11001;Sun, 31 Dec 2017 00:00:00;27825;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;13;BOLIVAR;13001;CARTAGENA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;13001;11001;Sun, 31 Dec 2017 00:00:00;27923;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5154;CAUCASIA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5154;11001;Sun, 31 Dec 2017 00:00:00;27937;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;76;VALLE DEL CAUCA;76109;BUENAVENTURA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;76109;11001;Sun, 31 Dec 2017 00:00:00;27938;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15755;SOCOTA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15755;11001;Sun, 31 Dec 2017 00:00:00;27957;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;23;CORDOBA;23686;SAN PELAYO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;23686;11001;Sun, 31 Dec 2017 00:00:00;27984;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15673;SAN MATEO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15673;11001;Sun, 31 Dec 2017 00:00:00;28101;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41001;NEIVA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41001;11001;Sun, 31 Dec 2017 00:00:00;28228;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52215;CORDOBA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52215;11001;Sun, 31 Dec 2017 00:00:00;28271;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41001;NEIVA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41001;11001;Sun, 31 Dec 2017 00:00:00;28315;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;17;CALDAS;17614;RIOSUCIO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;17614;11001;Sun, 31 Dec 2017 00:00:00;28480;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;5;ANTIOQUIA;5040;ANORI;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;5040;11001;Sun, 31 Dec 2017 00:00:00;28596;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;17;CALDAS;17001;MANIZALES;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;17001;11001;Sun, 31 Dec 2017 00:00:00;28644;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;52;NARIÑO;52001;PASTO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;52001;11001;Sun, 31 Dec 2017 00:00:00;28865;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;54;NORTE DE SANTANDER;54518;PAMPLONA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;54518;11001;Sun, 31 Dec 2017 00:00:00;28880;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;13;BOLIVAR;13052;ARJONA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;13052;11001;Sun, 31 Dec 2017 00:00:00;28906;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41807;TIMANA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41807;11001;Sun, 31 Dec 2017 00:00:00;28916;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;19;CAUCA;19355;INZA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;19355;11001;Sun, 31 Dec 2017 00:00:00;28949;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15507;OTANCHE;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15507;11001;Sun, 31 Dec 2017 00:00:00;29007;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15837;TUTA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15837;11001;Sun, 31 Dec 2017 00:00:00;29036;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41298;GARZON;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41298;11001;Sun, 31 Dec 2017 00:00:00;29041;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15238;DUITAMA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15238;11001;Sun, 31 Dec 2017 00:00:00;29120;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;47;MAGDALENA;47001;SANTA MARTA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;47001;11001;Sun, 31 Dec 2017 00:00:00;29147;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15104;BOYACA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15104;11001;Sun, 31 Dec 2017 00:00:00;29186;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41001;NEIVA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41001;11001;Sun, 31 Dec 2017 00:00:00;29214;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;19;CAUCA;19001;POPAYAN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;19001;11001;Sun, 31 Dec 2017 00:00:00;29273;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;23;CORDOBA;23855;VALENCIA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;23855;11001;Sun, 31 Dec 2017 00:00:00;29293;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;25;CUNDINAMARCA;25269;FACATATIVA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;25269;11001;Sun, 31 Dec 2017 00:00:00;29323;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;23;CORDOBA;23660;SAHAGUN;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;23660;11001;Sun, 31 Dec 2017 00:00:00;29502;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;8;ATLANTICO;8001;BARRANQUILLA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;8001;11001;Sun, 31 Dec 2017 00:00:00;29546;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;15;BOYACA;15299;GARAGOA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;15299;11001;Sun, 31 Dec 2017 00:00:00;29588;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;13;BOLIVAR;13468;MOMPOS;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;13468;11001;Sun, 31 Dec 2017 00:00:00;29636;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;25;CUNDINAMARCA;25286;FUNZA;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;25286;11001;Sun, 31 Dec 2017 00:00:00;29697;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
CONTRATO 666 DE 2015;Wed, 01 Feb 2017 00:00:00;2017;41;HUILA;41551;PITALITO;3;F;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;7500;Sun, 31 Dec 2017 00:00:00;41551;11001;Sun, 31 Dec 2017 00:00:00;29728;2;12;185.336;-0.3038749260515664;-0.26071975729447183;2810;2810
